candidate_id,group_id,true_label,sentence_text,chunk_id,bm25_rank,bm25_score,sentence_length,claim_sentence_token_overlap,sentence_position_in_chunk,same_paper,paper_id,oracle_overlap,oracle_intersection_frac,entailment,neutral,contradiction_nli,ent_minus_con,con_minus_ent,max_prob,entropy,pseudo_label,oracle_overlap_rank_in_candidate
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,contradiction_candidate,"selection mechanism into the nuPlan simulation framework as configurable components, enabling more realistic and human-like multi-agent interactions. • We extend the benchmark with two additional metrics, Success Rate and All-Core Pass Rate, to more effectively evaluate the robustness of planners and balance across various dimensions of driving performance. • We reimplement and comprehensively evaluate a diverse set of planning approaches in both the original nuPlan and the proposed nuPlan",AD-001_p2_c0,3,28.4574,69,0.15873015873015872,0,1,AD-001,0.47058823529411764,0.6956521739130435,0.08595473319292068,0.4220542311668396,0.4919911324977875,-0.4060364067554474,0.4060364067554474,0.4919911324977875,0.9239668846130371,1,0
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,contradiction_candidate,"Beyond CLS, the additional SR and PR metrics provide complementary insights into planner robustness and overall balance.",unknown,99,17.3353,17,0.25,0,1,AD-001,0.43243243243243246,0.34782608695652173,0.02096704952418804,0.9635609984397888,0.015471943654119968,0.005495105870068073,-0.005495105870068073,0.9635609984397888,0.18129870295524597,1,1
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,contradiction_candidate,indicator highlights the planner’s overall balance and compliance in diverse driving scenarios.,unknown,99,17.3353,12,0.20689655172413793,0,1,AD-001,0.29411764705882354,0.21739130434782608,0.020743247121572495,0.954975962638855,0.024280743673443794,-0.0035374965518712997,0.0035374965518712997,0.954975962638855,0.21466359496116638,1,2
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,contradiction_candidate,"Moreover, we extend the benchmark with t",AD-001_p1_c4,1,35.8408,7,0.0,3,1,AD-001,0.2857142857142857,0.17391304347826086,0.01673726551234722,0.9668682813644409,0.01639442704617977,0.00034283846616744995,-0.00034283846616744995,0.9668682813644409,0.16842851042747498,1,3
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,contradiction_candidate,"Second, we assess planner performance under both the original nuPlan and our proposed nuPlan-R benchmarks to examine how realistic reactive intera",AD-001_p4_c3,2,30.572,21,0.21621621621621623,3,1,AD-001,0.23809523809523808,0.21739130434782608,0.004516962915658951,0.9649834632873535,0.03049953281879425,-0.0259825699031353,0.0259825699031353,0.9649834632873535,0.1652320921421051,-1,4
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,contradiction_candidate,"In addition to the standard CLS metric, we also report two additional metrics, namely SR and PR metrics, as described in Section III-C.",unknown,99,17.3353,23,0.12121212121212122,0,1,AD-001,0.21052631578947367,0.17391304347826086,0.01241474412381649,0.9711413383483887,0.016443954780697823,-0.004029210656881332,0.004029210656881332,0.9711413383483887,0.15047332644462585,-1,5
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,contradiction_candidate,"First, we evaluate the multi-agent simulation behavior to verify the realism, diversity, and plausibility of our reactive agents compared with representative baselines.",unknown,99,17.3353,22,0.05555555555555555,0,1,AD-001,0.14634146341463414,0.13043478260869565,0.02821934223175049,0.8181429505348206,0.15363773703575134,-0.12541839480400085,0.12541839480400085,0.8181429505348206,0.5526833534240723,-1,6
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,contradiction_candidate,"The performance gap becomes even more pronounced on the Test14-Hard dataset, demonstrating that nuPlan-R provides a fairer and more effective evaluation of planners’ decision-making and interaction capabilities in complex traffic scenarios.",unknown,99,17.3353,31,0.09523809523809523,0,1,AD-001,0.1276595744680851,0.13043478260869565,0.009554751217365265,0.9632018804550171,0.027243414893746376,-0.01768866367638111,0.01768866367638111,0.9632018804550171,0.17870552837848663,-1,7
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,contradiction_candidate,EXPERIMENTAL RESULTS We conduct two sets of experiments to validate our benchmark.,unknown,99,17.3353,12,0.0,0,1,AD-001,0.125,0.08695652173913043,0.023522907868027687,0.933888852596283,0.04258823022246361,-0.01906532235443592,0.01906532235443592,0.933888852596283,0.28649771213531494,0,8
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,contradiction_candidate,"SR reveals the fragility that may be obscured by CLS, as it is more sensitive to whether a planner can reliably avoid catastrophic failure",AD-001_p7_c1,4,27.3892,24,0.058823529411764705,2,1,AD-001,0.10256410256410256,0.08695652173913043,0.018797511234879494,0.9634514451026917,0.017751049250364304,0.0010464619845151901,-0.0010464619845151901,0.9634514451026917,0.1821342557668686,0,9
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,contradiction_candidate,"Our learning-based reactive agents are seamlessly integrated into the nuPlan simulation framework as configurable components, replacing rule-based IDM agents with diffusion-based reactive models following the Nexus architecture .",unknown,99,17.3353,28,0.0,0,1,AD-001,0.08695652173913043,0.08695652173913043,0.010032311081886292,0.9650147557258606,0.024952884763479233,-0.014920573681592941,0.014920573681592941,0.9650147557258606,0.17262938618659973,0,10
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,contradiction_candidate,"In all closed-loop simulations, we further employ a Linear Quadratic Regulator (LQR) controller for trajectory tracking, and the resulting control outputs are applied to a kinematic bicycle model to propagate the vehicle dynamics.",unknown,99,17.3353,33,0.045454545454545456,0,1,AD-001,0.08163265306122448,0.08695652173913043,0.030688973143696785,0.789813220500946,0.17949773371219635,-0.14880876243114471,0.14880876243114471,0.789813220500946,0.6015832424163818,0,11
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,contradiction_candidate,realistic and fair evaluation of autonomous driving planners.,unknown,99,17.3353,8,0.08,0,1,AD-001,0.06666666666666667,0.043478260869565216,0.022814111784100533,0.955642819404602,0.021542983129620552,0.0012711286544799805,-0.0012711286544799805,0.955642819404602,0.2122800648212433,0,12
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,contradiction_candidate,"To further improve simulation efficiency, we introduce an interaction-aware agent selection mechanism that focuses on agents most relevant to the ego vehicle.",unknown,99,17.3353,22,0.0,0,1,AD-001,0.05,0.043478260869565216,0.019108610227704048,0.9012498259544373,0.07964158058166504,-0.06053297221660614,0.06053297221660614,0.9012498259544373,0.3708406686782837,0,13
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,contradiction_candidate,"agent, which enables more realistic interactions.",unknown,99,17.3353,6,0.0,0,1,AD-001,0.0,0.0,0.02460569329559803,0.9468986988067627,0.02849559672176838,-0.003889903426170349,0.003889903426170349,0.9468986988067627,0.24421191215515137,0,14
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,contradiction_candidate,"We evaluate a varied collection of planners, including rule-based,",AD-001_p6_c3,5,26.2099,9,0.0,3,1,AD-001,0.0,0.0,0.014159239828586578,0.9755933284759521,0.010247450321912766,0.003911789506673813,-0.003911789506673813,0.9755933284759521,0.1313285231590271,0,15
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,mild_scope_overclaim,"selection mechanism into the nuPlan simulation framework as configurable components, enabling more realistic and human-like multi-agent interactions. • We extend the benchmark with two additional metrics, Success Rate and All-Core Pass Rate, to more effectively evaluate the robustness of planners and balance across various dimensions of driving performance. • We reimplement and comprehensively evaluate a diverse set of planning approaches in both the original nuPlan and the proposed nuPlan",AD-001_p2_c0,2,44.63,69,0.3225806451612903,0,1,AD-001,0.47058823529411764,0.6956521739130435,0.35873061418533325,0.6078831553459167,0.03338631987571716,0.3253442943096161,-0.3253442943096161,0.6078831553459167,0.783852756023407,1,0
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,mild_scope_overclaim,"Beyond CLS, the additional SR and PR metrics provide complementary insights into planner robustness and overall balance.",unknown,99,19.519,17,0.3870967741935484,0,1,AD-001,0.43243243243243246,0.34782608695652173,0.0170151237398386,0.9607845544815063,0.022200310602784157,-0.005185186862945557,0.005185186862945557,0.9607845544815063,0.19228094816207886,1,1
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,mild_scope_overclaim,"Moreover, we extend the benchmark with t",AD-001_p1_c4,1,47.3645,7,0.09090909090909091,3,1,AD-001,0.2857142857142857,0.17391304347826086,0.003919957671314478,0.9859201312065125,0.010159862227737904,-0.006239904556423426,0.006239904556423426,0.9859201312065125,0.08233017474412918,1,2
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,mild_scope_overclaim,expanding the benchmark to three complementary metrics in total.,unknown,99,19.519,9,0.16666666666666666,0,1,AD-001,0.26666666666666666,0.17391304347826086,0.0016152315074577928,0.9948847889900208,0.0035000392235815525,-0.0018848077161237597,0.0018848077161237597,0.9948847889900208,0.035277917981147766,1,3
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,mild_scope_overclaim,"As shown in Table III, a clear distinction can be observed between the performance trends of rule-based and learning-based planners across the nuPlan and our proposed nuPlan-R",AD-001_p7_c0,4,30.8989,27,0.21621621621621623,1,1,AD-001,0.18604651162790697,0.17391304347826086,0.004343247041106224,0.989510715007782,0.006146035622805357,-0.001802788581699133,0.001802788581699133,0.989510715007782,0.06535287201404572,-1,4
