candidate_id,claim_text,evidence_text,true_label,retrieval_setting,source_pair_id,retrieved_chunk_ids,retrieved_ranks,retrieved_pages,oracle_hit_in_topk
SBV2-ALL92-G002-SUPPORTED,nuPlan-R adds Success Rate and All-Core Pass Rate metrics to assess planner robustness and performance balance over multiple evaluation dimensions.,"[RANK=1][PDF=AD-001][PAGE=1] realistic and fair evaluation of autonomous driving planners. Our learning-based reactive agents are seamlessly integrated into the nuPlan simulation framework as config- urable components, replacing rule-based IDM agents with diffusion-based reactive models following the Nexus archi- tecture [6]. To further improve simulation efficiency, we introduce an interaction-aware agent selection mechanism that focuses on agents most relevant to the ego vehicle. More- over, we extend the benchmark with t [RANK=2][PDF=AD-001][PAGE=2] selection mechanism into the nuPlan simulation frame- work as configurable components, enabling more real- istic and human-like multi-agent interactions. • We extend the benchmark with two additional metrics, Success Rate and All-Core Pass Rate, to more effec- tively evaluate the robustness of planners and balance across various dimensions of driving performance. • We reimplement and comprehensively evaluate a diverse set of planning approaches in both the original nuPlan and the proposed nuPlan [RANK=3][PDF=AD-001][PAGE=4] expanding the benchmark to three complementary metrics in total. Success Rate. This metric measures a planner’s robustness in maintaining safe and feasible trajectories throughout a closed-loop rollout. It is computed as the proportion of scenarios where the CLS is non-zero, indicating that the ego vehicle avoids major failures such as severe collisions, off-road departures, wrong-way driving, or extremely low progress. A higher SR reflects a planner’s reliability in maintaining feasible and saf [RANK=4][PDF=AD-001][PAGE=7] The performance gap becomes even more pronounced on the Test14-Hard dataset, demonstrating that nuPlan-R provides a fairer and more effective evaluation of planners’ decision-making and interaction capabilities in complex traffic scenarios. Beyond CLS, the additional SR and PR metrics provide complementary insights into planner robustness and overall balance. SR reveals the fragility that may be obscured by CLS, as it is more sensitive to whether a planner can reliably avoid catastrophic failure [RANK=5][PDF=AD-001][PAGE=4] indicator highlights the planner’s overall balance and compliance in diverse driving scenarios. IV. EXPERIMENTAL RESULTS We conduct two sets of experiments to validate our bench- mark. First, we evaluate the multi-agent simulation behavior to verify the realism, diversity, and plausibility of our reactive agents compared with representative baselines. Second, we assess planner performance under both the original nuPlan and our proposed nuPlan-R benchmarks to examine how realistic reactive intera",supported,bm25_top5,AD-001,AD-001_p1_c4;AD-001_p2_c0;AD-001_p4_c2;AD-001_p7_c1;AD-001_p4_c3,1;2;3;4;5,1;2;4;7;4,True
SBV2-ALL92-G002-MILD,nuPlan-R adds Success Rate and All-Core Pass Rate metrics to assess planner robustness and performance balance as the main comparison basis.,"[RANK=1][PDF=AD-001][PAGE=1] realistic and fair evaluation of autonomous driving planners. Our learning-based reactive agents are seamlessly integrated into the nuPlan simulation framework as config- urable components, replacing rule-based IDM agents with diffusion-based reactive models following the Nexus archi- tecture [6]. To further improve simulation efficiency, we introduce an interaction-aware agent selection mechanism that focuses on agents most relevant to the ego vehicle. More- over, we extend the benchmark with t [RANK=2][PDF=AD-001][PAGE=2] selection mechanism into the nuPlan simulation frame- work as configurable components, enabling more real- istic and human-like multi-agent interactions. • We extend the benchmark with two additional metrics, Success Rate and All-Core Pass Rate, to more effec- tively evaluate the robustness of planners and balance across various dimensions of driving performance. • We reimplement and comprehensively evaluate a diverse set of planning approaches in both the original nuPlan and the proposed nuPlan [RANK=3][PDF=AD-001][PAGE=4] expanding the benchmark to three complementary metrics in total. Success Rate. This metric measures a planner’s robustness in maintaining safe and feasible trajectories throughout a closed-loop rollout. It is computed as the proportion of scenarios where the CLS is non-zero, indicating that the ego vehicle avoids major failures such as severe collisions, off-road departures, wrong-way driving, or extremely low progress. A higher SR reflects a planner’s reliability in maintaining feasible and saf [RANK=4][PDF=AD-001][PAGE=7] jectories and multi-agent predictions, achieving strong performance without rule-based post-processing. • PDM-Hybrid [34]: A hybrid planner that integrates PDM-Closed with learned ego-forecasting adjustments, achieving high accuracy by dynamically adjusting pre- dictions based on surrounding vehicle interactions. Results. As shown in Table III, a clear distinction can be observed between the performance trends of rule-based and learning-based planners across the nuPlan and our proposed nuPlan-R  [RANK=5][PDF=AD-001][PAGE=7] The performance gap becomes even more pronounced on the Test14-Hard dataset, demonstrating that nuPlan-R provides a fairer and more effective evaluation of planners’ decision-making and interaction capabilities in complex traffic scenarios. Beyond CLS, the additional SR and PR metrics provide complementary insights into planner robustness and overall balance. SR reveals the fragility that may be obscured by CLS, as it is more sensitive to whether a planner can reliably avoid catastrophic failure",mild_scope_overclaim,bm25_top5,AD-001,AD-001_p1_c4;AD-001_p2_c0;AD-001_p4_c2;AD-001_p7_c0;AD-001_p7_c1,1;2;3;4;5,1;2;4;7;7,True
SBV2-ALL92-G002-STRONG,"nuPlan-R adds Success Rate and All-Core Pass Rate metrics to score planner robustness, balance, reliability, and collision behavior in one assessment.","[RANK=1][PDF=AD-001][PAGE=4] expanding the benchmark to three complementary metrics in total. Success Rate. This metric measures a planner’s robustness in maintaining safe and feasible trajectories throughout a closed-loop rollout. It is computed as the proportion of scenarios where the CLS is non-zero, indicating that the ego vehicle avoids major failures such as severe collisions, off-road departures, wrong-way driving, or extremely low progress. A higher SR reflects a planner’s reliability in maintaining feasible and saf [RANK=2][PDF=AD-001][PAGE=3] Evaluation Metrics Reactive Closed-Loop Simulation Dataset Test14-Hard Test14-Random Val14 Observations Historical Info Map Info Traffic State Vehicle Attribute Planner (To be evaluated) Reactive Agent Model Kinematic Controller Interaction-Aware Selection Update the Observations Closed-Loop Score Success Rate Collision TTC Comfort … Incorrect Direction Low Progress Score Collision TTC … 0.5 All-Core Pass Rate … Comfort Speed Limit Off Road Fig. 1. A road map of reactive closed-loop planning ben [RANK=3][PDF=AD-001][PAGE=2] selection mechanism into the nuPlan simulation frame- work as configurable components, enabling more real- istic and human-like multi-agent interactions. • We extend the benchmark with two additional metrics, Success Rate and All-Core Pass Rate, to more effec- tively evaluate the robustness of planners and balance across various dimensions of driving performance. • We reimplement and comprehensively evaluate a diverse set of planning approaches in both the original nuPlan and the proposed nuPlan [RANK=4][PDF=AD-001][PAGE=1] realistic and fair evaluation of autonomous driving planners. Our learning-based reactive agents are seamlessly integrated into the nuPlan simulation framework as config- urable components, replacing rule-based IDM agents with diffusion-based reactive models following the Nexus archi- tecture [6]. To further improve simulation efficiency, we introduce an interaction-aware agent selection mechanism that focuses on agents most relevant to the ego vehicle. More- over, we extend the benchmark with t [RANK=5][PDF=AD-001][PAGE=4] (2) IDM simulation, and (3) our reactive simulation, demonstrating that our model captures richer and more realistic multi-agent motion patterns. preserved, while maintaining stable large-scale traffic flow with minimal computational overhead. Integration. Our learning-based reactive agents are seam- lessly integrated into the nuPlan simulation framework as configurable components. Users can easily switch the simula- tion mode by modifying the reactive agent configuration, re- placing the rule-b",strong_action_overclaim,bm25_top5,AD-001,AD-001_p4_c2;AD-001_p3_c0;AD-001_p2_c0;AD-001_p1_c4;AD-001_p4_c1,1;2;3;4;5,4;3;2;1;4,True
SBV2-ALL92-G002-CONTRA,nuPlan-R adds Lane Distance and Map Coverage Rate metrics to assess planner routing geometry and map exploration balance over multiple dimensions.,"[RANK=1][PDF=AD-001][PAGE=1] realistic and fair evaluation of autonomous driving planners. Our learning-based reactive agents are seamlessly integrated into the nuPlan simulation framework as config- urable components, replacing rule-based IDM agents with diffusion-based reactive models following the Nexus archi- tecture [6]. To further improve simulation efficiency, we introduce an interaction-aware agent selection mechanism that focuses on agents most relevant to the ego vehicle. More- over, we extend the benchmark with t [RANK=2][PDF=AD-001][PAGE=4] indicator highlights the planner’s overall balance and compliance in diverse driving scenarios. IV. EXPERIMENTAL RESULTS We conduct two sets of experiments to validate our bench- mark. First, we evaluate the multi-agent simulation behavior to verify the realism, diversity, and plausibility of our reactive agents compared with representative baselines. Second, we assess planner performance under both the original nuPlan and our proposed nuPlan-R benchmarks to examine how realistic reactive intera [RANK=3][PDF=AD-001][PAGE=2] selection mechanism into the nuPlan simulation frame- work as configurable components, enabling more real- istic and human-like multi-agent interactions. • We extend the benchmark with two additional metrics, Success Rate and All-Core Pass Rate, to more effec- tively evaluate the robustness of planners and balance across various dimensions of driving performance. • We reimplement and comprehensively evaluate a diverse set of planning approaches in both the original nuPlan and the proposed nuPlan [RANK=4][PDF=AD-001][PAGE=7] The performance gap becomes even more pronounced on the Test14-Hard dataset, demonstrating that nuPlan-R provides a fairer and more effective evaluation of planners’ decision-making and interaction capabilities in complex traffic scenarios. Beyond CLS, the additional SR and PR metrics provide complementary insights into planner robustness and overall balance. SR reveals the fragility that may be obscured by CLS, as it is more sensitive to whether a planner can reliably avoid catastrophic failure [RANK=5][PDF=AD-001][PAGE=6] agent, which enables more realistic interactions. In addition to the standard CLS metric, we also report two additional metrics, namely SR and PR metrics, as described in Section III-C. In all closed-loop simulations, we further employ a Linear Quadratic Regulator (LQR) controller for trajectory tracking, and the resulting control outputs are applied to a kinematic bicycle model to propagate the vehicle dynamics. Planner Models. We evaluate a varied collection of planners, including rule-based, ",contradiction_candidate,bm25_top5,AD-001,AD-001_p1_c4;AD-001_p4_c3;AD-001_p2_c0;AD-001_p7_c1;AD-001_p6_c3,1;2;3;4;5,1;4;2;7;6,True
SBV2-ALL92-G003-SUPPORTED,nuPlan-R presents a reactive closed-loop planning benchmark that integrates learning-based reactive multi-agent simulation into the nuPlan evaluation framework.,"[RANK=1][PDF=AD-001][PAGE=1] nuPlan-R: A Closed-Loop Planning Benchmark for Autonomous Driving via Reactive Multi-Agent Simulation Mingxing Peng, Ruoyu Yao, Xusen Guo, and Jun Ma, Senior Member, IEEE Abstract— Recent advances in closed-loop planning bench- marks have significantly improved the evaluation of au- tonomous vehicles. However, existing benchmarks still rely on rule-based reactive agents such as the Intelligent Driver Model (IDM), which lack behavioral diversity and fail to capture realistic human interactions, l [RANK=2][PDF=AD-001][PAGE=2] Inspired by this perspective, Zhou et al. proposed Nexus [6], a noise- decoupled diffusion framework that introduces independent yet structured noise states and a noise-aware scheduling mechanism, enabling dynamic scene updates and real-time adaptation to environmental changes for more stable and realistic closed-loop multi-agent traffic simulation. Building upon these insights, we integrate noise-decoupled diffusion- based reactive agents into the nuPlan framework, replacing conventional rule-b [RANK=3][PDF=AD-001][PAGE=1] realistic and fair evaluation of autonomous driving planners. Our learning-based reactive agents are seamlessly integrated into the nuPlan simulation framework as config- urable components, replacing rule-based IDM agents with diffusion-based reactive models following the Nexus archi- tecture [6]. To further improve simulation efficiency, we introduce an interaction-aware agent selection mechanism that focuses on agents most relevant to the ego vehicle. More- over, we extend the benchmark with t [RANK=4][PDF=AD-001][PAGE=1] benchmark for closed-loop planning evaluation. In summary, the main contributions of this paper include: • We propose nuPlan-R, a new reactive closed-loop plan- ning benchmark that seamlessly integrates learning- based reactive agents and an interaction-aware agent arXiv:2511.10403v1 [cs.RO] 13 Nov 2025 [RANK=5][PDF=AD-001][PAGE=1] in complex scenarios such as junctions, IDM often behave non-cooperatively, producing unrealistic and unsafe interactions that deviate from natural human driving. Consequently, current benchmarks struggle to assess how planners perform in complex, dynamic, and interactive scenarios. Recently, learning-based multi-agent traffic simulation has made notable progress toward improving realism and stabil- ity in closed-loop settings. Diffusion Forcing [5] presents a unified perspective that bridges au",supported,bm25_top5,AD-001,AD-001_p1_c0;AD-001_p2_c4;AD-001_p1_c4;AD-001_p1_c5;AD-001_p1_c3,1;2;3;4;5,1;2;1;1;1,True
SBV2-ALL92-G003-MILD,nuPlan-R presents a reactive closed-loop planning benchmark that integrates learning-based reactive multi-agent simulation into the broader nuPlan evaluation suite.,"[RANK=1][PDF=AD-001][PAGE=1] nuPlan-R: A Closed-Loop Planning Benchmark for Autonomous Driving via Reactive Multi-Agent Simulation Mingxing Peng, Ruoyu Yao, Xusen Guo, and Jun Ma, Senior Member, IEEE Abstract— Recent advances in closed-loop planning bench- marks have significantly improved the evaluation of au- tonomous vehicles. However, existing benchmarks still rely on rule-based reactive agents such as the Intelligent Driver Model (IDM), which lack behavioral diversity and fail to capture realistic human interactions, l [RANK=2][PDF=AD-001][PAGE=1] realistic and fair evaluation of autonomous driving planners. Our learning-based reactive agents are seamlessly integrated into the nuPlan simulation framework as config- urable components, replacing rule-based IDM agents with diffusion-based reactive models following the Nexus archi- tecture [6]. To further improve simulation efficiency, we introduce an interaction-aware agent selection mechanism that focuses on agents most relevant to the ego vehicle. More- over, we extend the benchmark with t [RANK=3][PDF=AD-001][PAGE=2] Inspired by this perspective, Zhou et al. proposed Nexus [6], a noise- decoupled diffusion framework that introduces independent yet structured noise states and a noise-aware scheduling mechanism, enabling dynamic scene updates and real-time adaptation to environmental changes for more stable and realistic closed-loop multi-agent traffic simulation. Building upon these insights, we integrate noise-decoupled diffusion- based reactive agents into the nuPlan framework, replacing conventional rule-b [RANK=4][PDF=AD-001][PAGE=1] benchmark for closed-loop planning evaluation. In summary, the main contributions of this paper include: • We propose nuPlan-R, a new reactive closed-loop plan- ning benchmark that seamlessly integrates learning- based reactive agents and an interaction-aware agent arXiv:2511.10403v1 [cs.RO] 13 Nov 2025 [RANK=5][PDF=AD-001][PAGE=2] or perception-to-control E2E driving benchmarks, suffer from a common limitation of failing to model realistic multi-agent interactions. In contrast, our proposed nuPlan- R benchmark incorporates learning-based reactive agents that produce diverse, human-like behaviors in closed-loop multi-agent simulation, providing a more realistic and fair environment for evaluating autonomous driving planners. B. Multi-Agent Traffic Simulation Early data-driven multi-agent simulation learn from real driving ",mild_scope_overclaim,bm25_top5,AD-001,AD-001_p1_c0;AD-001_p1_c4;AD-001_p2_c4;AD-001_p1_c5;AD-001_p2_c2,1;2;3;4;5,1;1;2;1;2,True
SBV2-ALL92-G003-STRONG,nuPlan-R presents a reactive closed-loop planning benchmark that integrates learning-based reactive multi-agent simulation into nuPlan and validates planner behavior.,"[RANK=1][PDF=AD-001][PAGE=1] nuPlan-R: A Closed-Loop Planning Benchmark for Autonomous Driving via Reactive Multi-Agent Simulation Mingxing Peng, Ruoyu Yao, Xusen Guo, and Jun Ma, Senior Member, IEEE Abstract— Recent advances in closed-loop planning bench- marks have significantly improved the evaluation of au- tonomous vehicles. However, existing benchmarks still rely on rule-based reactive agents such as the Intelligent Driver Model (IDM), which lack behavioral diversity and fail to capture realistic human interactions, l [RANK=2][PDF=AD-001][PAGE=1] realistic and fair evaluation of autonomous driving planners. Our learning-based reactive agents are seamlessly integrated into the nuPlan simulation framework as config- urable components, replacing rule-based IDM agents with diffusion-based reactive models following the Nexus archi- tecture [6]. To further improve simulation efficiency, we introduce an interaction-aware agent selection mechanism that focuses on agents most relevant to the ego vehicle. More- over, we extend the benchmark with t [RANK=3][PDF=AD-001][PAGE=7] The performance gap becomes even more pronounced on the Test14-Hard dataset, demonstrating that nuPlan-R provides a fairer and more effective evaluation of planners’ decision-making and interaction capabilities in complex traffic scenarios. Beyond CLS, the additional SR and PR metrics provide complementary insights into planner robustness and overall balance. SR reveals the fragility that may be obscured by CLS, as it is more sensitive to whether a planner can reliably avoid catastrophic failure [RANK=4][PDF=AD-001][PAGE=4] (2) IDM simulation, and (3) our reactive simulation, demonstrating that our model captures richer and more realistic multi-agent motion patterns. preserved, while maintaining stable large-scale traffic flow with minimal computational overhead. Integration. Our learning-based reactive agents are seam- lessly integrated into the nuPlan simulation framework as configurable components. Users can easily switch the simula- tion mode by modifying the reactive agent configuration, re- placing the rule-b [RANK=5][PDF=AD-001][PAGE=7] jectories and multi-agent predictions, achieving strong performance without rule-based post-processing. • PDM-Hybrid [34]: A hybrid planner that integrates PDM-Closed with learned ego-forecasting adjustments, achieving high accuracy by dynamically adjusting pre- dictions based on surrounding vehicle interactions. Results. As shown in Table III, a clear distinction can be observed between the performance trends of rule-based and learning-based planners across the nuPlan and our proposed nuPlan-R ",strong_action_overclaim,bm25_top5,AD-001,AD-001_p1_c0;AD-001_p1_c4;AD-001_p7_c1;AD-001_p4_c1;AD-001_p7_c0,1;2;3;4;5,1;1;7;4;7,True
SBV2-ALL92-G003-CONTRA,nuPlan-R presents an open-loop planning benchmark that integrates scripted single-agent simulation into the nuPlan evaluation framework for planner assessment.,"[RANK=1][PDF=AD-001][PAGE=1] nuPlan-R: A Closed-Loop Planning Benchmark for Autonomous Driving via Reactive Multi-Agent Simulation Mingxing Peng, Ruoyu Yao, Xusen Guo, and Jun Ma, Senior Member, IEEE Abstract— Recent advances in closed-loop planning bench- marks have significantly improved the evaluation of au- tonomous vehicles. However, existing benchmarks still rely on rule-based reactive agents such as the Intelligent Driver Model (IDM), which lack behavioral diversity and fail to capture realistic human interactions, l [RANK=2][PDF=AD-001][PAGE=7] In this paper, we presented nuPlan-R, a new reactive closed-loop planning benchmark that integrates learning- based reactive agents into the nuPlan framework for realistic and fair evaluation of autonomous planners. Our noise- decoupled diffusion agents enable diverse and human-like multi-agent behaviors while maintaining stable closed-loop simulation. We also introduced two complementary metrics to provide a more comprehensive assessment of planner robustness and balance. Extensive experiments  [RANK=3][PDF=AD-001][PAGE=1] realistic and fair evaluation of autonomous driving planners. Our learning-based reactive agents are seamlessly integrated into the nuPlan simulation framework as config- urable components, replacing rule-based IDM agents with diffusion-based reactive models following the Nexus archi- tecture [6]. To further improve simulation efficiency, we introduce an interaction-aware agent selection mechanism that focuses on agents most relevant to the ego vehicle. More- over, we extend the benchmark with t [RANK=4][PDF=AD-001][PAGE=7] The performance gap becomes even more pronounced on the Test14-Hard dataset, demonstrating that nuPlan-R provides a fairer and more effective evaluation of planners’ decision-making and interaction capabilities in complex traffic scenarios. Beyond CLS, the additional SR and PR metrics provide complementary insights into planner robustness and overall balance. SR reveals the fragility that may be obscured by CLS, as it is more sensitive to whether a planner can reliably avoid catastrophic failure [RANK=5][PDF=AD-001][PAGE=2] selection mechanism into the nuPlan simulation frame- work as configurable components, enabling more real- istic and human-like multi-agent interactions. • We extend the benchmark with two additional metrics, Success Rate and All-Core Pass Rate, to more effec- tively evaluate the robustness of planners and balance across various dimensions of driving performance. • We reimplement and comprehensively evaluate a diverse set of planning approaches in both the original nuPlan and the proposed nuPlan",contradiction_candidate,bm25_top5,AD-001,AD-001_p1_c0;AD-001_p7_c2;AD-001_p1_c4;AD-001_p7_c1;AD-001_p2_c0,1;2;3;4;5,1;7;1;7;2,True
SBV2-ALL92-G004-SUPPORTED,"The benchmark experiments run on an Intel Core i9-12900KS CPU, 32 GB RAM, an NVIDIA RTX 3090 Ti GPU, and Ubuntu 22.04 software.","[RANK=1][PDF=AD-002][PAGE=5] node restart. V. EXPERIMENTS A. Experimental Setup All experiments are conducted on a desktop PC with an Intel Core i9-12900KS CPU, 32 GB RAM, and an NVIDIA GeForce RTX 3090 Ti GPU, running in a Docker container with Ubuntu 22.04, ROS 2 Humble, and Autoware. The modular planner uses ONNX Runtime 1.23 with the CPU execution provider; the original monolithic planner [28] uses TensorRT with the 68 MB engine file on GPU. Both planners are benchmarked on the same machine; the CPU-based com- parison i [RANK=2][PDF=AD-002][PAGE=5] reducing the inference cost from Tmono in Eq. 4 to: Tmod = Tenc + (N+1) · Tdit + N · Tsol. (5) The saving of N ·Tenc is substantial because Tenc ≫Tdit (§V- C). The model operates in a normalized coordinate frame; output trajectories are denormalized to world coordinates before being published as ROS 2 trajectory messages, ready for direct consumption by downstream planning validation and vehicle control modules within the Autoware stack. C. ROS 2 Integration with Autoware The modular planner is  [RANK=3][PDF=AD-018][PAGE=18] hyperparam_search Hyperparameter tuning - plotting_scripts Scripts used for visualizations Sections 4.1 and G.1 Parameterization. Each experiment’s data is organized within a dedicated directory in the above- mentioned dedicated data repository, semantically named after the used network, algorithm, and seed value. Each of these folders includes a exp_config.json file, which stores all the parameterizations used in that particular experiment. We refer the interested reader to these configuration  [RANK=4][PDF=CYB-001][PAGE=27] B.2 Agent and Model Configurations To ensure reproducibility, we record the exact CLI agent versions and model checkpoints used in our evaluation. Since each experiment is defined by an agent-model pair, we report the configuration at the pair level. Table 7 lists the agent scaffold, CLI version, model checkpoint or API snapshot, and serving backend for each evaluated configuration. Table 7: AI systems used in the evaluation. Agent Version Model Checkpoint / Snapshot Backend Codex 0.133.0 GPT-5. [RANK=5][PDF=MARL-011][PAGE=19] The experiments were run on 3 different computers. The first computer, which has no GPU and a Intel Xeon Gold 6240Y processor, was used to train IPPO and MAPPO on Wind Scenario I for 1 week of compute. On the second computer, an internal cluster with a GPU Quadro RTX 6000 24Go, 2 week of compute was used to to train experiments of Wind Scenario II. The last computer which has a Intel Xeon Gold 6240Y processor was used for training models during 3 days of compute on Wind Scenario I, and for evalu",supported,bm25_top5,AD-002,AD-002_p5_c1;AD-002_p5_c0;AD-018_p18_c1;CYB-001_p27_c0;MARL-011_p19_c0,1;2;3;4;5,5;5;18;27;19,True
SBV2-ALL92-G004-MILD,"The benchmark experiments run on an Intel Core i9-12900KS CPU, 32 GB RAM, an NVIDIA RTX 3090 Ti GPU, and a broader ROS stack.","[RANK=1][PDF=AD-002][PAGE=5] reducing the inference cost from Tmono in Eq. 4 to: Tmod = Tenc + (N+1) · Tdit + N · Tsol. (5) The saving of N ·Tenc is substantial because Tenc ≫Tdit (§V- C). The model operates in a normalized coordinate frame; output trajectories are denormalized to world coordinates before being published as ROS 2 trajectory messages, ready for direct consumption by downstream planning validation and vehicle control modules within the Autoware stack. C. ROS 2 Integration with Autoware The modular planner is  [RANK=2][PDF=AD-002][PAGE=5] node restart. V. EXPERIMENTS A. Experimental Setup All experiments are conducted on a desktop PC with an Intel Core i9-12900KS CPU, 32 GB RAM, and an NVIDIA GeForce RTX 3090 Ti GPU, running in a Docker container with Ubuntu 22.04, ROS 2 Humble, and Autoware. The modular planner uses ONNX Runtime 1.23 with the CPU execution provider; the original monolithic planner [28] uses TensorRT with the 68 MB engine file on GPU. Both planners are benchmarked on the same machine; the CPU-based com- parison i [RANK=3][PDF=AD-018][PAGE=18] hyperparam_search Hyperparameter tuning - plotting_scripts Scripts used for visualizations Sections 4.1 and G.1 Parameterization. Each experiment’s data is organized within a dedicated directory in the above- mentioned dedicated data repository, semantically named after the used network, algorithm, and seed value. Each of these folders includes a exp_config.json file, which stores all the parameterizations used in that particular experiment. We refer the interested reader to these configuration  [RANK=4][PDF=MARL-011][PAGE=19] The experiments were run on 3 different computers. The first computer, which has no GPU and a Intel Xeon Gold 6240Y processor, was used to train IPPO and MAPPO on Wind Scenario I for 1 week of compute. On the second computer, an internal cluster with a GPU Quadro RTX 6000 24Go, 2 week of compute was used to to train experiments of Wind Scenario II. The last computer which has a Intel Xeon Gold 6240Y processor was used for training models during 3 days of compute on Wind Scenario I, and for evalu [RANK=5][PDF=POL-015][PAGE=27] bin, day type) tuple • Teacher model: Gemma 3 27B [36] served lo- cally via Ollama • Temperature: 0.7 for score generation (en- abling diverse but coherent responses) • Sampling: No adaptive sampling; uniform K across all context keys Hardware Distillation was performed on a work- station equipped with an RTX 4090 GPU (24GB VRAM), 96GB RAM, and an Intel Core i5-14600K CPU. The teacher model was queried through AgentScope [10]. Unseen Key Handling At simulation time, if a context key s was not en",mild_scope_overclaim,bm25_top5,AD-002,AD-002_p5_c0;AD-002_p5_c1;AD-018_p18_c1;MARL-011_p19_c0;POL-015_p27_c1,1;2;3;4;5,5;5;18;19;27,True
