candidate_id,true_label,pred_label,strong_action_flag,p_strong,p_contra,p_svm,entailment,neutral,contradiction_nli,entropy,selector_score,selected_rank,selected_n_words,bm25_score,oracle_hit
SBV2-ALL92-G002-CONTRA,contradiction_candidate,strong_action_overclaim,1,0.8346266459587786,0.2602395237544291,0.516934663677494,0.02096704952418804,0.9635609984397888,0.015471943654119968,0.18129870295524597,0.25,4,17,27.3892,0
SBV2-ALL92-G002-MILD,mild_scope_overclaim,strong_action_overclaim,1,0.8365843840251936,0.2685290989115721,0.5217247223162534,0.0170151237398386,0.9607845544815063,0.022200310602784157,0.19228094816207886,0.3870967741935484,5,17,30.8507,0
SBV2-ALL92-G002-STRONG,strong_action_overclaim,strong_action_overclaim,1,0.5909928660010632,0.3391331482420781,0.5186910514985476,0.13270039856433868,0.7866699695587158,0.0806296095252037,0.6597850322723389,0.2622950819672131,2,60,39.9191,0
SBV2-ALL92-G002-SUPPORTED,supported,supported,0,0.2295589746246177,0.0524572883344019,0.493334761287232,0.9100011587142944,0.07563253492116928,0.014366301707923412,0.3420493006706238,0.3225806451612903,2,69,46.1362,0
SBV2-ALL92-G003-CONTRA,contradiction_candidate,contradiction_candidate,0,0.2818358467978977,0.9288887448074616,0.8340325545179537,0.0010858768364414573,0.0036545107141137123,0.9952595829963684,0.03264902904629707,0.5238095238095238,2,29,41.5261,0
SBV2-ALL92-G003-MILD,mild_scope_overclaim,mild_scope_overclaim,0,0.4193236465624852,0.2542476850805769,0.5592886142438156,0.0298260897397995,0.9689269065856934,0.001247033360414207,0.14368446171283722,0.3902439024390244,4,34,48.7726,0
SBV2-ALL92-G003-STRONG,strong_action_overclaim,strong_action_overclaim,1,0.5152049729776469,0.2784160445302716,0.5399950882684359,0.08073371648788452,0.8967496752738953,0.022516613826155663,0.3863176703453064,0.3265306122448979,1,39,54.3138,1
SBV2-ALL92-G003-SUPPORTED,supported,strong_action_overclaim,1,0.5405713466772789,0.2168989179216121,0.5173945993482115,0.1825326830148697,0.8039563298225403,0.013511010445654392,0.5440426468849182,0.4,4,34,48.7726,0
SBV2-ALL92-G004-CONTRA,contradiction_candidate,contradiction_candidate,0,0.3622682583095342,0.9315992867001444,0.795383101966354,0.006567867938429117,0.013324455358088017,0.9801076650619507,0.1102374717593193,0.3,1,40,36.0196,0
SBV2-ALL92-G004-MILD,mild_scope_overclaim,supported,0,0.4058238887698769,0.1917375712046589,0.5705121625652345,0.21622978150844574,0.7745910882949829,0.009179042652249336,0.5720406770706177,0.5365853658536586,2,40,87.3716,0
SBV2-ALL92-G004-STRONG,strong_action_overclaim,supported,0,0.5022052199484109,0.2662797812504495,0.5325964632608746,0.02986932173371315,0.9558748006820679,0.014255931600928307,0.2086019515991211,0.4878048780487805,1,40,79.0118,0
SBV2-ALL92-G004-SUPPORTED,supported,supported,0,0.3268515913573557,0.036679675767384,0.501332414459558,0.8525907397270203,0.1450679749250412,0.002341295126825571,0.4302102029323578,0.55,1,40,91.0366,0
SBV2-ALL92-G007-CONTRA,contradiction_candidate,contradiction_candidate,0,0.4198081303832151,0.929622644851141,0.8690271649363477,0.0013419466558843851,0.00691818306222558,0.9917398691177368,0.05150935426354408,0.4827586206896552,1,16,47.4363,1
SBV2-ALL92-G007-MILD,mild_scope_overclaim,strong_action_overclaim,1,0.5260019837114202,0.2536356831960691,0.458979403351497,0.0004947156412526965,0.9988662004470825,0.000639014586340636,0.009599022567272186,0.5333333333333333,1,16,52.0011,1
SBV2-ALL92-G007-STRONG,strong_action_overclaim,strong_action_overclaim,1,0.5653187088639782,0.2536405377299479,0.4588517220079208,0.000385296531021595,0.9989349246025085,0.000679749995470047,0.00905146636068821,0.5,1,16,62.4916,1
SBV2-ALL92-G007-SUPPORTED,supported,strong_action_overclaim,1,0.503820734914314,0.2536701269735041,0.4589342044082966,0.0004267771728336811,0.9988964796066284,0.0006766755250282586,0.009352974593639374,0.6,1,16,56.2021,1
SBV2-ALL92-G008-CONTRA,contradiction_candidate,contradiction_candidate,0,0.800679171222658,0.5601232807229453,0.5621162458686931,0.024320602416992188,0.5489740371704102,0.42670542001724243,0.7830163836479187,0.1538461538461538,2,33,23.3297,0
SBV2-ALL92-G008-MILD,mild_scope_overclaim,strong_action_overclaim,1,0.8081595604095039,0.2729906359880107,0.4901689375426911,0.016205787658691406,0.9803726673126221,0.003421514993533492,0.10566620528697968,0.1875,5,16,23.6222,0
SBV2-ALL92-G008-STRONG,strong_action_overclaim,strong_action_overclaim,1,0.8142870235532927,0.279222331382863,0.4885324870746347,0.004120900761336088,0.9857989549636841,0.010080087929964066,0.08307052403688431,0.1875,5,16,18.0409,0
SBV2-ALL92-G008-SUPPORTED,supported,contradiction_candidate,0,0.8221606471160614,0.5144214798033855,0.6520581755858283,0.07423791289329529,0.6472163796424866,0.27854564785957336,0.8306712508201599,0.25,5,27,19.3223,0
SBV2-ALL92-G011-CONTRA,contradiction_candidate,contradiction_candidate,0,0.7714109320392067,0.8797459872752124,0.7930260007193536,0.009960480034351349,0.15668804943561554,0.8333514928817749,0.4882499873638153,0.2068965517241379,3,17,38.2709,0
SBV2-ALL92-G011-MILD,mild_scope_overclaim,contradiction_candidate,0,0.7534824979834607,0.8919049181400929,0.8007771450710975,0.0007815313874743879,0.11572310328483582,0.8834953308105469,0.36459243297576904,0.2666666666666666,3,17,39.8109,0
SBV2-ALL92-G011-STRONG,strong_action_overclaim,mild_scope_overclaim,0,0.8528281171400884,0.4470856509688855,0.5602801259269476,0.0012669393327087164,0.8650663495063782,0.13366664946079254,0.40283411741256714,0.2580645161290322,2,15,38.2427,0
SBV2-ALL92-G011-SUPPORTED,supported,contradiction_candidate,0,0.7460631285942566,0.8983349341181035,0.8060555948234508,0.0008920958498492837,0.08725766837596893,0.9118502140045166,0.3032212257385254,0.2068965517241379,4,17,38.0234,0
SBV2-ALL92-G013-C01,supported,supported,0,0.541571687324694,0.2593516941385155,0.476386320903409,0.0011706188088282943,0.9983404874801636,0.0004888717667199671,0.01328694261610508,0.4615384615384615,4,12,34.2637,0
SBV2-ALL92-G013-C02,mild_scope_overclaim,supported,0,0.5646324527351202,0.2595833455703749,0.4765621298602001,0.0010847869561985135,0.998295247554779,0.0006199873751029372,0.01368756778538227,0.4615384615384615,3,12,37.5609,0
SBV2-ALL92-G013-C03,strong_action_overclaim,supported,0,0.7957552336262175,0.3203458862475098,0.5351458281799641,0.022659577429294586,0.9453803896903992,0.031960077583789825,0.2489628791809082,0.2666666666666666,3,15,36.6013,0
SBV2-ALL92-G013-C04,contradiction_candidate,contradiction_candidate,0,0.5491015518718529,0.9206121783290636,0.8541418740953306,0.003844639053568244,0.05014994367957115,0.9460053443908691,0.22397595643997192,0.2758620689655172,2,23,28.4698,0
SBV2-ALL92-G014-C01,supported,strong_action_overclaim,1,0.4842155835641923,0.2828493094955318,0.4989046382344686,0.009121856652200222,0.9749454259872437,0.015932761132717133,0.13353589177131653,0.6153846153846154,2,13,57.5221,0
SBV2-ALL92-G014-C02,mild_scope_overclaim,strong_action_overclaim,1,0.5538447456297133,0.2557153076521382,0.4822308484506802,0.0019041926134377718,0.9932531714439392,0.004842663649469614,0.0444641038775444,0.5,2,13,62.4471,0
SBV2-ALL92-G014-C03,strong_action_overclaim,strong_action_overclaim,1,0.5600763801145674,0.2547403809083075,0.4815426406818956,0.001464874716475606,0.9938934445381165,0.004641608335077763,0.04058556631207466,0.5,2,13,67.8635,0
SBV2-ALL92-G014-C04,contradiction_candidate,contradiction_candidate,0,0.4756918525035523,0.8000871871902806,0.705935569518327,0.010614560917019844,0.3386073112487793,0.6507781147956848,0.6944969892501831,0.5384615384615384,2,13,48.7417,0
SBV2-ALL92-G018-C01,supported,supported,0,0.5222254010477371,0.296484148746758,0.4761207581376069,0.0006006296025589108,0.9983199238777161,0.001079445704817772,0.01350787840783596,0.7058823529411765,1,17,50.2449,1
SBV2-ALL92-G018-C02,mild_scope_overclaim,supported,0,0.5491866713457482,0.3039616137839863,0.4855701350638823,0.01615677960216999,0.9831611514091492,0.0006821669521741569,0.08832285553216934,0.6857142857142857,1,17,47.7303,1
SBV2-ALL92-G018-C03,strong_action_overclaim,strong_action_overclaim,1,0.7012077892327065,0.2991366893349724,0.4037953579494776,0.0009340429096482694,0.9969274401664734,0.002138526877388358,0.022730596363544464,0.5,1,17,43.4446,1
SBV2-ALL92-G018-C04,contradiction_candidate,contradiction_candidate,0,0.4343228035870561,0.9058233755047512,0.8113009729552269,0.0007651025662198663,0.01897379942238331,0.9802610874176025,0.10025814920663834,0.5714285714285714,1,17,44.3281,1
SBV2-ALL92-G019-C01,supported,supported,0,0.2978105854272831,0.008657916795584,0.4528298790345879,0.9942713975906372,0.005277201998978853,0.00045147104538045824,0.03686538711190224,0.7027027027027027,1,29,57.94,0
SBV2-ALL92-G019-C02,mild_scope_overclaim,contradiction_candidate,0,0.1938162017410665,0.9239499942992968,0.7608886134726468,0.002791097853332758,0.009035381488502026,0.9881735444068909,0.07069758325815201,0.6486486486486487,1,29,56.0157,0
SBV2-ALL92-G019-C03,strong_action_overclaim,contradiction_candidate,0,0.3283888224799682,0.9156177682828908,0.7614605114951033,0.001536334166303277,0.1322854459285736,0.8661782145500183,0.40197819471359253,0.631578947368421,1,29,56.0157,0
SBV2-ALL92-G019-C04,contradiction_candidate,contradiction_candidate,0,0.3491922011940808,0.9242738837781126,0.7637884923020846,0.003842700971290469,0.012329216115176678,0.983828067779541,0.09160850942134857,0.5945945945945946,1,29,33.6472,0
SBV2-ALL92-G020-C01,supported,supported,0,0.2255389284988569,0.0232030817390439,0.4514970981782185,0.9923591017723083,0.006543057970702648,0.0010978615609928966,0.04800022393465042,0.7692307692307693,1,23,83.5577,0
SBV2-ALL92-G020-C02,mild_scope_overclaim,supported,0,0.2291556956171764,0.0238522525200172,0.4544315434477425,0.988885760307312,0.009812031872570515,0.0013023193459957838,0.06507661193609238,0.7692307692307693,1,23,83.5577,0
SBV2-ALL92-G020-C03,strong_action_overclaim,supported,0,0.4185285142495559,0.2563650153652462,0.5059192601871146,0.06624938547611237,0.9305314421653748,0.0032191304489970207,0.26529377698898315,0.6486486486486487,2,23,69.9315,0
SBV2-ALL92-G020-C04,contradiction_candidate,contradiction_candidate,0,0.2103218331235746,0.92206605403793,0.8285291253941306,0.011921592988073826,0.022662661969661713,0.9654157161712646,0.1726091206073761,0.5263157894736842,2,23,68.1268,0
SBV2-ALL92-G021-C01,supported,strong_action_overclaim,1,0.5699526140779934,0.2361435883973122,0.4756484382181805,0.0005398658104240894,0.9981929659843445,0.0012671580770984292,0.01432063803076744,0.3225806451612903,3,18,31.518,0
SBV2-ALL92-G021-C02,mild_scope_overclaim,strong_action_overclaim,1,0.5745173424595027,0.2367264651127818,0.476049679839001,0.0006413137307390571,0.9979220032691956,0.0014366833493113518,0.016194462776184082,0.3225806451612903,3,18,29.1694,0
SBV2-ALL92-G021-C03,strong_action_overclaim,strong_action_overclaim,1,0.5877100277373991,0.2371531739316108,0.4762648261391959,0.0004808721714653075,0.9978067278862,0.0017123303841799498,0.016772057861089706,0.3333333333333333,2,18,32.5575,0
SBV2-ALL92-G021-C04,contradiction_candidate,contradiction_candidate,0,0.4167169906153963,0.92303991289687,0.7963475118928308,0.0017356930766254663,0.023605329915881157,0.9746589660644531,0.12448211759328842,0.3333333333333333,2,18,31.518,0
SBV2-ALL92-G025-C01,supported,supported,0,0.2532223095558081,0.0273985976884694,0.4628563073892616,0.9842171669006348,0.014032558538019657,0.001750325900502503,0.08663676679134369,0.4,1,39,50.6903,0
SBV2-ALL92-G025-C02,mild_scope_overclaim,supported,0,0.2875059148947775,0.0277556095519117,0.4648027214220353,0.9815275073051453,0.016940070316195488,0.0015324166743084788,0.09731511771678925,0.3902439024390244,1,39,50.6903,0
SBV2-ALL92-G025-C03,strong_action_overclaim,supported,0,0.5009663469593385,0.1325914869755663,0.4249794990164726,0.4234027862548828,0.5276645421981812,0.0489327646791935,0.848863959312439,0.3809523809523809,1,39,54.5285,0
SBV2-ALL92-G025-C04,contradiction_candidate,contradiction_candidate,0,0.5070787118200296,0.9065700543342246,0.7809284883180766,0.008256806991994381,0.15252424776554108,0.8392189741134644,0.4735183119773865,0.2325581395348837,1,25,28.3982,0
SBV2-ALL92-G027-C01,supported,strong_action_overclaim,1,0.6443527604590837,0.3024203436886578,0.5152116490807775,0.004429485648870468,0.9632569551467896,0.032313503324985504,0.1709737479686737,0.3809523809523809,1,7,39.1241,1
SBV2-ALL92-G027-C02,mild_scope_overclaim,strong_action_overclaim,1,0.6901081609627128,0.2947860462156415,0.5092807665418241,0.0023428108543157578,0.9688827395439148,0.02877444587647915,0.146916463971138,0.3333333333333333,1,7,39.2668,1
SBV2-ALL92-G027-C03,strong_action_overclaim,strong_action_overclaim,1,0.7160255163410588,0.2753655480559971,0.4969643813296891,0.0018577417358756065,0.9810907244682312,0.017051612958312035,0.09983739256858826,0.3076923076923077,1,7,39.2668,1
SBV2-ALL92-G027-C04,contradiction_candidate,contradiction_candidate,0,0.8398602118574151,0.5487680443948031,0.596278934053198,0.07142361998558044,0.6326889395713806,0.29588744044303894,0.8384507298469543,0.2222222222222222,4,13,22.7795,0
SBV2-ALL92-G028-C01,supported,supported,0,0.4334997936400038,0.2593118160798882,0.4754072856895603,0.0053774770349264145,0.9943099021911621,0.0003125568910036236,0.03629663959145546,0.4324324324324324,1,27,54.9785,1
SBV2-ALL92-G028-C02,mild_scope_overclaim,supported,0,0.4945924862282347,0.2565701313080952,0.4716133042079731,0.001195839256979525,0.9983925223350525,0.00041157560190185905,0.012861320748925209,0.4210526315789473,1,27,49.3581,1
SBV2-ALL92-G028-C03,strong_action_overclaim,supported,0,0.4803731291082944,0.2558745109317242,0.4707913310117455,0.000507146236486733,0.9990503191947937,0.0004425456572789699,0.008214566856622696,0.4102564102564102,1,27,55.4729,1
SBV2-ALL92-G028-C04,contradiction_candidate,contradiction_candidate,0,0.4572642504402767,0.9185576003317564,0.8350797519466578,0.0005680382018908858,0.013219589367508888,0.9862123727798462,0.07512594759464264,0.3333333333333333,1,27,29.6523,1
SBV2-ALL92-G030-C01,supported,strong_action_overclaim,1,0.8530757792496165,0.2725013952675154,0.4252221557875909,0.005592999514192343,0.9918954968452454,0.0025115017779171467,0.05211425572633743,0.2857142857142857,2,12,26.9158,0
SBV2-ALL92-G030-C02,mild_scope_overclaim,strong_action_overclaim,1,0.8502323553405473,0.2724918179355512,0.4246516668584205,0.003400348126888275,0.9933626651763916,0.00323690683580935,0.04450005292892456,0.2857142857142857,2,12,26.5782,0
SBV2-ALL92-G030-C03,strong_action_overclaim,supported,0,0.8016241634963113,0.3306488437236993,0.5216485449576626,0.00528552383184433,0.9550787806510925,0.03963564336299896,0.19955256581306458,0.3243243243243243,3,24,22.8012,0
SBV2-ALL92-G030-C04,contradiction_candidate,contradiction_candidate,0,0.6792505021729734,0.7660756298798993,0.7253843005138505,0.0019100714707747102,0.4723549485206604,0.5257350206375122,0.7042615413665771,0.1935483870967742,3,16,24.8029,0
SBV2-ALL92-G031-C01,supported,strong_action_overclaim,1,0.8198725803909352,0.3414110776806237,0.5380586012750888,0.006038953550159931,0.9341115951538086,0.059849392622709274,0.2630559802055359,0.32,5,12,25.6587,0
SBV2-ALL92-G031-C02,mild_scope_overclaim,strong_action_overclaim,1,0.8211554642259854,0.3029932770020954,0.5176484862199333,0.003643918316811323,0.9607948064804077,0.0355612076818943,0.17753589153289795,0.3076923076923077,5,12,25.6587,0
SBV2-ALL92-G031-C03,strong_action_overclaim,contradiction_candidate,0,0.5991317953206589,0.66418745060984,0.6003003155110138,0.02165176533162594,0.5167200565338135,0.4616282284259796,0.780987024307251,0.3243243243243243,3,22,29.761,0
SBV2-ALL92-G031-C04,contradiction_candidate,contradiction_candidate,0,0.8357796717606533,0.3802828302284103,0.5608623948665674,0.017027419060468674,0.8984837532043457,0.0844888761639595,0.3743146061897278,0.32,5,12,25.6587,0
SBV2-ALL92-G032-C01,supported,strong_action_overclaim,1,0.6460773454224604,0.2580691589470673,0.4845599202585054,0.009245230816304684,0.9883003234863281,0.002454442670568824,0.06968321651220322,0.4666666666666667,2,18,47.0805,0
