candidate_id,label_4class,label_escalation_binary,s_correct,s_wrong,margin,lambda_00_score,lambda_025_score,lambda_05_score,lambda_10_score,entailment_correct,neutral_correct,contradiction_correct,ent_minus_con_correct,con_minus_ent_correct,max_prob_correct,entropy_correct
SBV2-ALL92-G002-SUPPORTED,supported,0,-0.4729747176170349,0.0322570502758026,-0.5052317380905151,-0.4729747176170349,-0.5992826521396637,-0.7255905866622925,-0.97820645570755,0.5154293179512024,0.4421161115169525,0.0424546040594577,0.4729747176170349,-0.4729747176170349,0.5154293179512024,0.8365786671638489
SBV2-ALL92-G002-MILD,mild_scope_overclaim,0,-0.1219338774681091,0.015236122533679,-0.1371700018644333,-0.1219338774681091,-0.1562263779342174,-0.1905188784003257,-0.2591038793325424,0.1400957703590393,0.8417423367500305,0.018161891028285,0.1219338774681091,-0.1219338774681091,0.8417423367500305,0.4931654632091522
SBV2-ALL92-G002-STRONG,strong_action_overclaim,1,-0.069923534989357,0.0343070104718208,-0.1042305454611778,-0.069923534989357,-0.0959811713546514,-0.1220388077199459,-0.1741540804505348,0.1683093905448913,0.7333047389984131,0.0983858555555343,0.069923534989357,-0.069923534989357,0.7333047389984131,0.7555286884307861
SBV2-ALL92-G002-CONTRA,contradiction_candidate,1,0.1100932657718658,0.0039280084893107,0.1061652600765228,0.1100932657718658,0.1366345807909965,0.1631758958101272,0.2162585258483886,0.034062385559082,0.8217819333076477,0.1441556513309478,-0.1100932657718658,0.1100932657718658,0.8217819333076477,0.5556249618530273
SBV2-ALL92-G003-SUPPORTED,supported,0,-0.0062042963691055,-0.0151373296976089,0.0089330337941646,-0.0062042963691055,-0.0039710379205644,-0.0017377794720232,0.002728737425059,0.0066806194372475,0.9928430318832396,0.0004763230681419,0.0062042963691055,-0.0062042963691055,0.9928430318832396,0.0442350693047046
SBV2-ALL92-G003-MILD,mild_scope_overclaim,0,-0.0088974116370081,0.0073064332827925,-0.0162038449198007,-0.0088974116370081,-0.0129483728669583,-0.0169993340969085,-0.0251012565568089,0.0094627775251865,0.9899718761444092,0.000565365771763,0.0088974116370081,-0.0088974116370081,0.9899718761444092,0.0583057291805744
SBV2-ALL92-G003-STRONG,strong_action_overclaim,1,-0.0278495848178863,0.005252169445157,-0.0331017524003982,-0.0278495848178863,-0.0361250229179859,-0.0444004610180854,-0.0609513372182846,0.0298440400511026,0.9681614637374878,0.0019944550003856,0.0278495848178863,-0.0278495848178863,0.9681614637374878,0.1485319286584854
SBV2-ALL92-G003-CONTRA,contradiction_candidate,1,0.9779949188232422,0.0457184314727783,0.932276487350464,0.9779949188232422,1.2110640406608582,1.444133162498474,1.910271406173706,0.0005559719866141,0.020893108099699,0.978550910949707,-0.9779949188232422,0.9779949188232422,0.978550910949707,0.1062058508396148
SBV2-ALL92-G004-SUPPORTED,supported,0,0.0698784291744232,0.0780483931303024,-0.0081699639558792,0.0698784291744232,0.0678359381854534,0.0657934471964836,0.061708465218544,0.0425158850848674,0.8450897932052612,0.1123943105340004,-0.0698784291744232,0.0698784291744232,0.8450897932052612,0.522163987159729
SBV2-ALL92-G004-MILD,mild_scope_overclaim,0,0.0853665322065353,0.07383743673563,0.0115290954709053,0.0853665322065353,0.0882488060742616,0.0911310799419879,0.0968956276774406,0.0314119756221771,0.8518095016479492,0.1167785078287124,-0.0853665322065353,0.0853665322065353,0.8518095016479492,0.4961060285568237
SBV2-ALL92-G004-STRONG,strong_action_overclaim,1,0.1413545310497284,0.0008692133706063,0.1404853165149688,0.1413545310497284,0.1764758601784706,0.2115971893072128,0.2818398475646972,0.0414048805832862,0.7758356928825378,0.1827594190835952,-0.1413545310497284,0.1413545310497284,0.7758356928825378,0.6393814086914062
SBV2-ALL92-G004-CONTRA,contradiction_candidate,1,0.9366340041160583,0.0057730916887521,0.9308609366416932,0.9366340041160583,1.1693492382764816,1.402064472436905,1.8674949407577517,0.0123461475595831,0.0386736951768398,0.948980152606964,-0.9366340041160583,0.9366340041160583,0.948980152606964,0.2297395467758178
SBV2-ALL92-G007-SUPPORTED,supported,0,0.1863191872835159,-0.0003560456680133,0.1866752356290817,0.1863191872835159,0.2329879961907863,0.2796568050980568,0.3729944229125976,0.1556227952241897,0.5024352073669434,0.3419419825077057,-0.1863191872835159,0.1863191872835159,0.5024352073669434,1.0022714138031006
SBV2-ALL92-G007-MILD,mild_scope_overclaim,0,0.0397591814398765,-0.0661573335528373,0.1059165149927139,0.0397591814398765,0.066238310188055,0.0927174389362335,0.1456756964325904,0.0969938114285469,0.7662531733512878,0.1367529928684234,-0.0397591814398765,0.0397591814398765,0.7662531733512878,0.7023872137069702
SBV2-ALL92-G007-STRONG,strong_action_overclaim,1,-0.0543147176504135,0.0004783918266184,-0.0547931082546711,-0.0543147176504135,-0.0680129947140812,-0.081711271777749,-0.1091078259050846,0.0687906146049499,0.91673344373703,0.014475897885859,0.0543147176504135,-0.0543147176504135,0.91673344373703,0.3251398205757141
SBV2-ALL92-G007-CONTRA,contradiction_candidate,1,0.997279942035675,0.0026849817950278,0.994594931602478,0.997279942035675,1.2459286749362946,1.494577407836914,1.991874873638153,0.0005171869415789,0.0016857001464813,0.9977971315383912,-0.997279942035675,0.997279942035675,0.9977971315383912,0.0168782137334346
SBV2-ALL92-G008-SUPPORTED,supported,0,-0.0496129095554351,0.0002379118232056,-0.0498508214950561,-0.0496129095554351,-0.0620756149291992,-0.0745383203029632,-0.0994637310504913,0.0507071167230606,0.9481987357139589,0.0010942057706415,0.0496129095554351,-0.0496129095554351,0.9481987357139589,0.2090886384248733
SBV2-ALL92-G008-MILD,mild_scope_overclaim,0,-0.0020676322747021,-0.0077805574983358,0.0057129254564642,-0.0020676322747021,-0.0006394009105861,0.0007888304535299,0.003645293181762,0.0027648373506963,0.9965379238128662,0.0006972051342017,0.0020676322747021,-0.0020676322747021,0.9965379238128662,0.0248106941580772
SBV2-ALL92-G008-STRONG,strong_action_overclaim,1,-0.0057751820422708,-0.0265605729073286,0.0207853913307189,-0.0057751820422708,-0.0005788342095911,0.0046175136230885,0.015010209288448,0.0068919234909117,0.9919913411140442,0.0011167413322255,0.0057751820422708,-0.0057751820422708,0.9919913411140442,0.0498712696135044
SBV2-ALL92-G008-CONTRA,contradiction_candidate,1,0.9591661691665648,0.0470694378018379,0.9120967388153076,0.9591661691665648,1.1871903538703918,1.4152145385742188,1.8712629079818728,0.0006205539102666,0.0395926758646965,0.9597867131233216,-0.9591661691665648,0.9591661691665648,0.9597867131233216,0.1718255579471588
SBV2-ALL92-G011-SUPPORTED,supported,0,-0.07498300075531,0.003186457324773,-0.0781694576144218,-0.07498300075531,-0.0945253651589155,-0.1140677295625209,-0.1531524583697319,0.0753615498542785,0.9242599010467528,0.0003785520675592,0.07498300075531,-0.07498300075531,0.9242599010467528,0.2706233263015747
SBV2-ALL92-G011-MILD,mild_scope_overclaim,0,-0.0493328012526035,0.0170456729829311,-0.0663784742355346,-0.0493328012526035,-0.0659274198114872,-0.0825220383703708,-0.1157112754881382,0.0498356968164444,0.9496614336967468,0.0005028956220485,0.0493328012526035,-0.0493328012526035,0.9496614336967468,0.2023277580738067
SBV2-ALL92-G011-STRONG,strong_action_overclaim,1,-0.01130255125463,0.0011070240288972,-0.0124095752835273,-0.01130255125463,-0.0144049450755119,-0.0175073388963937,-0.0237121265381574,0.0155010325834155,0.9803005456924438,0.0041984808631241,0.01130255125463,-0.01130255125463,0.9803005456924438,0.1070730090141296
SBV2-ALL92-G011-CONTRA,contradiction_candidate,1,0.9950281977653505,0.1143116205930709,0.8807165622711182,0.9950281977653505,1.21520733833313,1.4353864789009094,1.8757447600364685,0.0003275228664278,0.0043167597614228,0.9953557252883912,-0.9950281977653505,0.9950281977653505,0.9953557252883912,0.0307673383504152
SBV2-ALL92-G013-C01,supported,0,-0.0013774707913398,0.0018604940269142,-0.0032379648182541,-0.0013774707913398,-0.0021869619959034,-0.0029964532004669,-0.0046154356095939,0.0022360540460795,0.9969053864479064,0.0008585833129473,0.0013774707913398,-0.0013774707913398,0.9969053864479064,0.0227983463555574
SBV2-ALL92-G013-C02,mild_scope_overclaim,0,-0.0013909291010349,-0.0070924730971455,0.0057015437632799,-0.0013909291010349,3.445683978497982e-05,0.0014598427806049,0.0043106146622449,0.0023584947921335,0.9966739416122437,0.0009675657493062,0.0013909291010349,-0.0013909291010349,0.9966739416122437,0.0243043918162584
SBV2-ALL92-G013-C03,strong_action_overclaim,1,-0.0021074088290333,0.0139184575527906,-0.0160258673131465,-0.0021074088290333,-0.00611387565732,-0.0101203424856066,-0.0181332761421799,0.0029638339765369,0.996179699897766,0.0008564250310882,0.0021074088290333,-0.0021074088290333,0.996179699897766,0.0271149855107069
SBV2-ALL92-G013-C04,contradiction_candidate,1,0.0229736547917127,-0.000112771987915,0.0230864267796278,0.0229736547917127,0.0287452614866197,0.0345168681815266,0.0460600815713405,0.0002676359727047,0.9764910340309144,0.0232412908226251,-0.0229736547917127,0.0229736547917127,0.9764910340309144,0.1128616482019424
SBV2-ALL92-G014-C01,supported,0,-0.8492990136146545,0.002741509117186,-0.8520405292510986,-0.8492990136146545,-1.0623091459274292,-1.275319278240204,-1.7013395428657532,0.8633671402931213,0.12256471067667,0.0140681164339184,0.8492990136146545,-0.8492990136146545,0.8633671402931213,0.4441035985946655
SBV2-ALL92-G014-C02,mild_scope_overclaim,0,-0.8908045887947083,0.0230318754911422,-0.9138364791870116,-0.8908045887947083,-1.1192637085914612,-1.347722828388214,-1.80464106798172,0.9046066403388976,0.0815913453698158,0.0138020254671573,0.8908045887947083,-0.8908045887947083,0.9046066403388976,0.3542751669883728
SBV2-ALL92-G014-C03,strong_action_overclaim,1,-0.901109218597412,0.948570728302002,-1.849679946899414,-0.901109218597412,-1.3635292053222656,-1.8259491920471191,-2.750789165496826,0.9123753309249878,0.0763586163520813,0.011266104876995,0.901109218597412,-0.901109218597412,0.9123753309249878,0.3306259512901306
SBV2-ALL92-G014-C04,contradiction_candidate,1,0.9808105826377868,-0.0083255469799041,0.9891360998153688,0.9808105826377868,1.228094607591629,1.4753786325454712,1.9699466824531555,0.0062332204543054,0.0067230146378278,0.987043797969818,-0.9808105826377868,0.9808105826377868,0.987043797969818,0.0781533271074295
SBV2-ALL92-G018-C01,supported,0,-0.0183936897665262,0.0033065120223909,-0.0217002015560865,-0.0183936897665262,-0.0238187401555478,-0.0292437905445694,-0.0400938913226127,0.0193232111632823,0.9797472953796388,0.0009295218624174,0.0183936897665262,-0.0183936897665262,0.9797472953796388,0.1027931198477745
SBV2-ALL92-G018-C02,mild_scope_overclaim,0,-0.0326584950089454,0.000787901924923,-0.0334463976323604,-0.0326584950089454,-0.0410200944170355,-0.0493816938251256,-0.0661048926413059,0.0337356068193912,0.9651873111724854,0.001077112276107,0.0326584950089454,-0.0326584950089454,0.9651873111724854,0.1558967530727386
SBV2-ALL92-G018-C03,strong_action_overclaim,1,-0.0421085692942142,0.0007167787407524,-0.042825348675251,-0.0421085692942142,-0.052814906463027,-0.0635212436318397,-0.0849339179694652,0.043059829622507,0.9559889435768129,0.0009512597462162,0.0421085692942142,-0.0421085692942142,0.9559889435768129,0.1850769072771072
SBV2-ALL92-G018-C04,contradiction_candidate,1,0.9987644553184508,0.003166536334902,0.9955978989601136,0.9987644553184508,1.2476639300584793,1.4965634047985077,1.9943623542785645,0.0002109361812472,0.0008136798278428,0.998975396156311,-0.9987644553184508,0.9987644553184508,0.998975396156311,0.0085979057475924
SBV2-ALL92-G019-C01,supported,0,-0.0954852700233459,0.0459742732346057,-0.1414595395326614,-0.0954852700233459,-0.1308501549065113,-0.1662150397896766,-0.2369448095560073,0.1032928973436355,0.8888994455337524,0.0078076240606606,0.0954852700233459,-0.0954852700233459,0.8888994455337524,0.3770685791969299
SBV2-ALL92-G019-C02,mild_scope_overclaim,0,0.1323546767234802,0.0005096581298857,0.131845012307167,0.1323546767234802,0.165315929800272,0.1982771828770637,0.2641996890306473,0.1150982081890106,0.6374489068984985,0.2474528849124908,-0.1323546767234802,0.1323546767234802,0.6374489068984985,0.8814467191696167
SBV2-ALL92-G019-C03,strong_action_overclaim,1,0.0008717849850654,0.2048124074935913,-0.2039406299591064,0.0008717849850654,-0.0501133725047111,-0.1010985299944877,-0.2030688449740409,0.1196707263588905,0.7597867250442505,0.120542511343956,-0.0008717849850654,0.0008717849850654,0.7597867250442505,0.7178272008895874
